hidden_size,num_hidden_layers,num_attention_heads,intermediate_size,dropout_prob,learning_rate,batch_size,use_flash_attention,use_swiglu,use_rope,use_rms_norm,accuracy,f1,loss,perplexity,inference_time_ms,model_size_mb,total_parameters,final_train_loss
256,2,2,256,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.685103066444397,1.9839763063836042,1.116180419921875,32.82740020751953,8605442,0.7021957635879517
256,2,2,256,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6857634038925171,1.9852868328821334,0.6641387939453125,32.83228302001953,8606722,0.693134356290102
256,2,2,512,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6815099630355835,1.9768604659850177,1.2618780136108398,34.83325958251953,9131266,0.7005607672035694
256,2,2,512,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6838037328720092,1.9814001333783744,1.0197877883911133,34.83814239501953,9132546,0.7095630019903183
256,2,2,512,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6800945339202881,1.9740643394508617,1.3621330261230469,33.82935333251953,8868098,0.703897912055254
256,2,2,512,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6797775430679321,1.9734386782829663,0.5510568618774414,33.83423614501953,8869378,0.7067876011133194
256,2,2,512,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6811875438690186,1.9762231910215116,1.199960708618164,34.83325958251953,9131266,0.7081522084772587
256,2,2,512,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6864010486602783,1.9865531443291544,0.8666753768920898,34.83814239501953,9132546,0.7105864249169827
256,2,2,512,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6826213212013245,1.9790586872857618,1.0849237442016602,33.82935333251953,8868098,0.6993288919329643
256,2,2,512,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6807609233856201,1.9753802735441701,0.5512237548828125,33.83423614501953,8869378,0.7090999223291874
256,2,2,1024,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6847974014282227,1.9833699669069278,1.1127471923828125,37.84107208251953,9919746,0.6807481497526169
256,2,2,1024,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6825051326751709,1.9788287567316194,0.9507417678833008,37.84595489501953,9921026,0.6983924023807049
256,2,2,1024,0.1,3e-05,32,True,False,True,True,0.582,0.43588884609687456,0.6889993586540222,1.9917215368523968,1.2408018112182617,35.83325958251953,9393410,0.7062807865440845
256,2,2,1024,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6823602304458618,1.9785420408067382,0.9027719497680664,35.83814239501953,9394690,0.7009655684232712
256,2,2,1024,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.680619595527649,1.9751011170081938,0.9632349014282227,37.84107208251953,9919746,0.6969438567757607
256,2,2,1024,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6804716424942017,1.974808916423082,0.6003141403198242,37.84595489501953,9921026,0.7150494009256363
256,2,2,1024,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6800713529586792,1.9740185792715799,1.2485027313232422,35.83325958251953,9393410,0.706355445086956
256,2,2,1024,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6834710636138916,1.9807410920934347,0.8507013320922852,35.83814239501953,9394690,0.7026566714048386
256,2,4,256,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6797381873130799,1.9733610136424131,1.2200117111206055,33.32923126220703,8737026,0.7020900994539261
256,2,4,256,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6800339221954346,1.9739446916323429,0.9515047073364258,33.33411407470703,8738306,0.6865221634507179
256,2,4,256,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6822156562805176,1.9782560154190292,1.1523723602294922,32.82727813720703,8605442,0.6974806301295757
256,2,4,256,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6794334440231323,1.972759736737066,0.7509231567382812,32.83216094970703,8606722,0.6911796629428864
256,2,4,256,0.2,3e-05,32,True,True,True,True,0.578,0.43049065323655755,0.6907138957977295,1.995139346550831,1.1815547943115234,33.32923126220703,8737026,0.7076537944376469
256,2,4,256,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6822653913497925,1.9783544065657244,0.7017374038696289,33.33411407470703,8738306,0.693896010518074
256,2,4,256,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.68068918466568,1.9752385673749213,1.0035037994384766,32.82727813720703,8605442,0.7088831961154938
256,2,4,256,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6835542869567871,1.9809059428481495,0.8530139923095703,32.83216094970703,8606722,0.720112644135952
256,2,4,512,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6831896176338196,1.9801836989172152,1.137852668762207,34.83313751220703,9131266,0.7009676620364189
256,2,4,512,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6836133379936218,1.981022920851749,0.6610870361328125,34.83802032470703,9132546,0.697884313762188
256,2,4,512,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6812300310134888,1.976307156885456,1.0010719299316406,33.82923126220703,8868098,0.6949389465153217
256,2,4,512,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6811506595611573,1.9761503007411934,0.5517244338989258,33.83411407470703,8869378,0.7050832584500313
256,2,4,512,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6834990611076355,1.9807965486560877,1.272726058959961,34.83313751220703,9131266,0.7022547535598278
256,2,4,512,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6808052673339844,1.9754678716472285,0.7511615753173828,34.83802032470703,9132546,0.7222971506416798
256,2,4,512,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6829388704299927,1.979687235637639,1.1118650436401367,33.82923126220703,8868098,0.7171836011111736
256,2,4,512,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6813463716506958,1.9765370950947245,0.6505966186523438,33.83411407470703,8869378,0.7014532685279846
256,2,4,1024,0.1,3e-05,32,True,True,True,True,0.422,0.2504697609001406,0.6989714126586914,2.011682451828946,0.9505271911621094,37.84095001220703,9919746,0.7078321240842342
256,2,4,1024,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6808949933052063,1.9756451303728664,0.8011817932128906,37.84583282470703,9921026,0.6933502927422523
256,2,4,1024,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6833409008979797,1.9804832902318288,1.038813591003418,35.83313751220703,9393410,0.7004463970661163
256,2,4,1024,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6853040781021118,1.9843751488344654,0.45218467712402344,35.83802032470703,9394690,0.6906741708517075
256,2,4,1024,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6806221094131469,1.97510608219249,1.236128807067871,37.84095001220703,9919746,0.703772135078907
256,2,4,1024,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6868283429145813,1.9874021684522405,0.9008884429931641,37.84583282470703,9921026,0.6964578367769718
256,2,4,1024,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6813836016654968,1.97661068296986,0.7135152816772461,35.83313751220703,9393410,0.7029904127120972
256,2,4,1024,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6813506689071656,1.9765455887997938,0.6516456604003906,35.83802032470703,9394690,0.6988189741969109
256,4,2,256,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6816831803321839,1.977202922069494,2.213883399963379,36.84693145751953,9659138,0.6839674450457096
256,4,2,256,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6826863894462586,1.979187465350801,1.763749122619629,36.85572052001953,9661442,0.6940850540995598
256,4,2,256,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.681242057800293,1.9763309256532222,2.1968841552734375,35.84302520751953,9395970,0.6954409740865231
256,4,2,256,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6809451770782471,1.9757442781874832,1.2928009033203125,35.85181427001953,9398274,0.6965495310723782
256,4,2,256,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6848872094154358,1.9835480973702042,2.1191835403442383,36.84693145751953,9659138,0.7020096965134144
256,4,2,256,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6830356554985046,1.9798788490748827,1.4542102813720703,36.85572052001953,9661442,0.7016507610678673
256,4,2,256,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6810904626846314,1.9760313462459234,1.9577980041503906,35.84302520751953,9395970,0.6973082050681114
256,4,2,256,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6816818251609802,1.9772002426228459,1.5149354934692383,35.85181427001953,9398274,0.6920416168868542
256,4,2,512,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6798025751113892,1.9734880781040076,1.7150402069091797,39.85474395751953,10447618,0.6912427768111229
256,4,2,512,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6807033710479736,1.975266589063122,1.1008024215698242,39.86353302001953,10449922,0.6902049370110035
256,4,2,512,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6824199151992798,1.9786601331246914,1.9332647323608398,37.84693145751953,9921282,0.6968831345438957
256,4,2,512,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6807505941390991,1.9753598694597314,1.4532804489135742,37.85572052001953,9923586,0.6951566822826862
256,4,2,512,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6826882543563842,1.9791911563609876,1.5749216079711914,39.85474395751953,10447618,0.7130063511431217
256,4,2,512,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6804875993728637,1.9748404284607584,1.5084028244018555,39.86353302001953,10449922,0.7051177583634853
256,4,2,512,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6806020789146423,1.9750665202292883,1.8268823623657227,37.84693145751953,9921282,0.7114252969622612
256,4,2,512,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6816970491409302,1.9772303437088252,1.2012004852294922,37.85572052001953,9923586,0.686040360480547
256,4,2,1024,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6807812042236329,1.9754203363177634,1.896357536315918,45.87036895751953,12024578,0.6958640627563
256,4,2,1024,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6826114954948426,1.9790392417315235,1.2884855270385742,45.87915802001953,12026882,0.704867783933878
256,4,2,1024,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6804343404769897,1.9747352534407887,1.555490493774414,41.85474395751953,10971906,0.7017296031117439
256,4,2,1024,0.1,3e-05,32,True,False,True,False,0.532,0.5303519807923169,0.6916094875335693,1.9969269772355989,1.4086484909057617,41.86353302001953,10974210,0.7110868021845818
256,4,2,1024,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6805700206756592,1.9750032040896828,1.6847610473632812,45.87036895751953,12024578,0.6965844109654427
256,4,2,1024,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6833247685432434,1.9804513406305533,1.3727664947509766,45.87915802001953,12026882,0.7009042873978615
256,4,2,1024,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6800337781906128,1.9739444073748098,2.0924806594848633,41.85474395751953,10971906,0.7247944213449955
256,4,2,1024,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6802943992614746,1.9744589259243568,1.061868667602539,41.86353302001953,10974210,0.7223038710653782
256,4,4,256,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6794153699874877,1.9727240813294855,2.0472288131713867,36.84680938720703,9659138,0.6999996528029442
256,4,4,256,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6833481397628784,1.980497626734691,1.3889312744140625,36.85559844970703,9661442,0.6953891813755035
256,4,4,256,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6875840005874634,1.9889045317146077,1.9736051559448242,35.84290313720703,9395970,0.6943843066692352
256,4,4,256,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6805274052619934,1.9749190403044992,1.1472463607788086,35.85169219970703,9398274,0.6911609508097172
256,4,4,256,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6795126762390137,1.972916049054813,2.053403854370117,36.84680938720703,9659138,0.702223889529705
256,4,4,256,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6792376546859741,1.9723735292247278,1.1506319046020508,36.85559844970703,9661442,0.7090240083634853
256,4,4,256,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.680404459476471,1.9746762472572426,2.0110130310058594,35.84290313720703,9395970,0.7192956134676933
256,4,4,256,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6832575392723084,1.9803182008062972,1.5028715133666992,35.85169219970703,9398274,0.689385324716568
256,4,4,512,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6791887559890747,1.9722770850873654,1.735997200012207,39.85462188720703,10447618,0.692443247884512
256,4,4,512,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6822348356246948,1.9782939574358698,1.3643264770507812,39.86341094970703,10449922,0.6979124397039413
256,4,4,512,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6799499769210815,1.973778995258457,1.8790006637573242,37.84680938720703,9921282,0.6994678042829037
256,4,4,512,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6815568380355835,1.9769531334912385,1.3172626495361328,37.85559844970703,9923586,0.7047153823077679
256,4,4,512,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6806099057197571,1.9750819787505263,2.002429962158203,39.85462188720703,10447618,0.7121871151030064
256,4,4,512,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6856205835342407,1.9850033137520136,1.4110565185546875,39.86341094970703,10449922,0.718707662075758
256,4,4,512,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6822999696731568,1.9784228159268575,1.7080068588256836,37.84680938720703,9921282,0.697062861174345
256,4,4,512,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6876590738296509,1.9890538508310698,1.2092113494873047,37.85559844970703,9923586,0.7023685798048973
256,4,4,1024,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6802146186828614,1.9743014087322883,1.9241571426391602,45.87024688720703,12024578,0.6870870962738991
256,4,4,1024,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6804600505828857,1.9747860247459361,1.638650894165039,45.87903594970703,12026882,0.6946876384317875
256,4,4,1024,0.1,3e-05,32,True,False,True,True,0.422,0.2504697609001406,0.7097597870826721,2.0335027263509247,1.6903162002563477,41.85462188720703,10971906,0.708617091178894
256,4,4,1024,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6792522969245911,1.9724024094000194,1.4636754989624023,41.86341094970703,10974210,0.6987653523683548
256,4,4,1024,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6837206315994263,1.9812354833472028,1.9172430038452148,45.87024688720703,12024578,0.7189303636550903
256,4,4,1024,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.679212824344635,1.9723245551247734,1.3531208038330078,45.87903594970703,12026882,0.7084580026566982
256,4,4,1024,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6819024515151978,1.9776365132285607,1.6258955001831055,41.85462188720703,10971906,0.7049631141126156
256,4,4,1024,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6812970952987671,1.9764397009568602,1.4528512954711914,41.86341094970703,10974210,0.704722698777914
256,6,2,256,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6811653094291688,1.9761792512943304,3.0055999755859375,40.36450958251953,10581250,0.7002472132444382
256,6,2,256,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6796286764144898,1.9731449209370355,2.2626638412475586,40.37720489501953,10584578,0.6847615912556648
256,6,2,256,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6844743218421936,1.9827292840604245,2.6291608810424805,38.85865020751953,10186498,0.6846158877015114
256,6,2,256,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6826202130317688,1.9790564941543909,1.975083351135254,38.87134552001953,10189826,0.7024279683828354
256,6,2,256,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6805625805854797,1.9749885099424025,2.730584144592285,40.36450958251953,10581250,0.7062011063098907
256,6,2,256,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6810919790267944,1.9760343425878408,2.1199703216552734,40.37720489501953,10584578,0.7055686302483082
256,6,2,256,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6821557965278625,1.9781376010474205,2.729201316833496,38.85865020751953,10186498,0.6998740397393703
256,6,2,256,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6802000260353088,1.9742725986578764,2.101445198059082,38.87134552001953,10189826,0.706590048968792
256,6,2,512,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6831973605155944,1.9801990313048468,2.9471635818481445,44.87622833251953,11763970,0.6996399648487568
256,6,2,512,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6808570051193237,1.9755700806239267,2.000761032104492,44.88892364501953,11767298,0.6904715076088905
256,6,2,512,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6798851995468139,1.9736511431787653,2.2971153259277344,41.86450958251953,10974466,0.7146545015275478
256,6,2,512,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6808710260391235,1.975597780127772,2.069544792175293,41.87720489501953,10977794,0.6945178136229515
256,6,2,512,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6797897281646729,1.9734627249706784,2.6689767837524414,44.87622833251953,11763970,0.6873810924589634
256,6,2,512,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6809875340461731,1.9758279664968832,2.1532773971557617,44.88892364501953,11767298,0.712502758949995
256,6,2,512,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.680672709941864,1.975206026133108,2.7777671813964844,41.86450958251953,10974466,0.7077626809477806
256,6,2,512,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6798142895698548,1.9735111965835408,1.6458988189697266,41.87720489501953,10977794,0.7134606316685677
256,6,2,1024,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6788607549667358,1.971630282268913,2.220439910888672,53.89966583251953,14129410,0.6978055164217949
256,6,2,1024,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6784720726013184,1.9708640932587964,1.9998788833618164,53.91236114501953,14132738,0.6991434320807457
256,6,2,1024,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6795993471145629,1.9730870508264993,2.409195899963379,47.87622833251953,12550402,0.7181555852293968
256,6,2,1024,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6801225404739379,1.9741196269638956,1.7548084259033203,47.88892364501953,12553730,0.6929951310157776
256,6,2,1024,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6835455551147461,1.9808886459658754,2.449965476989746,53.89966583251953,14129410,0.7149284668266773
256,6,2,1024,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6804509167671203,1.9747679874965847,1.9135713577270508,53.91236114501953,14132738,0.7073426395654678
256,6,2,1024,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.679119484424591,1.9721404671000116,2.259206771850586,47.87622833251953,12550402,0.7123542949557304
256,6,2,1024,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6811630249023437,1.9761747366649767,1.9037961959838867,47.88892364501953,12553730,0.7142890654504299
256,6,4,256,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.682316219329834,1.9784549648795828,2.8295040130615234,40.36438751220703,10581250,0.7026579417288303
256,6,4,256,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6830562558174134,1.979919635630681,2.122926712036133,40.37708282470703,10584578,0.6829889006912708
256,6,4,256,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6825218772888184,1.9788618917320413,2.728867530822754,38.85852813720703,10186498,0.6933815851807594
256,6,4,256,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6809292793273926,1.9757128685468681,1.452493667602539,38.87122344970703,10189826,0.6906353533267975
256,6,4,256,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.678908260345459,1.9717239475369588,3.057241439819336,40.36438751220703,10581250,0.7172559984028339
256,6,4,256,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6779029684066773,1.9697427853370402,2.125835418701172,40.37708282470703,10584578,0.7112161405384541
256,6,4,256,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6810968852043152,1.976044037386895,2.613997459411621,38.85852813720703,10186498,0.6965292990207672
256,6,4,256,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.679482017993927,1.9728555638382357,1.6994476318359375,38.87122344970703,10189826,0.7062891274690628
256,6,4,512,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6780363388061523,1.9700055082385235,3.0825138092041016,44.87610626220703,11763970,0.6937216706573963
256,6,4,512,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6817609314918518,1.9773566578660746,1.9439697265625,44.88880157470703,11767298,0.6867175884544849
256,6,4,512,0.1,3e-05,32,True,False,True,True,0.576,0.422497461928934,0.6872745957374573,1.9882892501967473,2.8394460678100586,41.86438751220703,10974466,0.6999515704810619
256,6,4,512,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6802498955726624,1.9743710571740012,1.7783403396606445,41.87708282470703,10977794,0.7046128362417221
256,6,4,512,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6806974520683289,1.9752548975349895,2.7772903442382812,44.87610626220703,11763970,0.7084573023021221
256,6,4,512,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6799687252044678,1.973816000573294,2.413821220397949,44.88880157470703,11767298,0.7164763137698174
256,6,4,512,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6865473389625549,1.986843779047129,2.695441246032715,41.86438751220703,10974466,0.7127668336033821
256,6,4,512,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6861381015777588,1.9860308546458665,2.3823022842407227,41.87708282470703,10977794,0.6984955593943596
256,6,4,1024,0.1,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6804510369300842,1.9747682247905733,2.7662038803100586,53.89954376220703,14129410,0.6982731744647026
256,6,4,1024,0.1,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.679413113117218,1.9727196291521798,1.9386529922485352,53.91223907470703,14132738,0.6994099952280521
256,6,4,1024,0.1,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6806662359237671,1.975193238654943,2.8203487396240234,47.87610626220703,12550402,0.6989612318575382
256,6,4,1024,0.1,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6783976349830627,1.9707173922898917,1.9735574722290041,47.88880157470703,12553730,0.6985953822731972
256,6,4,1024,0.2,3e-05,32,True,True,True,True,0.578,0.42342712294043094,0.6824790124893189,1.9787770700317604,3.275465965270996,53.89954376220703,14129410,0.7123347371816635
256,6,4,1024,0.2,3e-05,32,True,True,True,False,0.578,0.42342712294043094,0.6805254316329956,1.9749151425508593,2.3099184036254883,53.91223907470703,14132738,0.7089063711464405
256,6,4,1024,0.2,3e-05,32,True,False,True,True,0.578,0.42342712294043094,0.6775482363700867,1.9690441783836974,2.5832653045654297,47.87610626220703,12550402,0.7067884057760239
256,6,4,1024,0.2,3e-05,32,True,False,True,False,0.578,0.42342712294043094,0.6815479288101196,1.9769355204485,2.2498607635498047,47.88880157470703,12553730,0.7139493674039841
